text,pred,label,positive,neutral,negative,doc_num
"The text describes Mr. Smith's case, highlighting his complex medical conditions, daily care needs, and overall well-being.",0,positive,0.7733667,0.091032356,0.13560094,0
"Despite his physical limitations, Mr. Smith remains mentally sharp and enjoys various activities with the support of his family and care team.",0,positive,0.57935953,0.17210777,0.24853267,0
Key points: - Mr. Smith is 79 years old and lives in his own home with the help of a comprehensive domiciliary care package. -,0,positive,0.65397066,0.1393195,0.20670983,0
He has Parkinson's disease and chronic heart failure and requires assistance with all,2,negative,0.31601438,0.18044248,0.5035432,0
"The text describes the care provided to Mr. Smith, an 88-year-old resident in a care home with advanced dementia and multiple health conditions.",0,positive,0.59649026,0.19024384,0.21326587,1
The care home offers a secure and supportive environment with specialized dementia care units and trained staff.,0,positive,0.82541734,0.1296859,0.04489675,1
Mr. Smith requires total assistance with daily activities and enjoys sensory activities and visits from his family.,0,positive,0.7254473,0.19766143,0.07689124,1
The care team is working to manage his declining condition and ensure his comfort and well-being.,0,positive,0.7620248,0.1157875,0.12218765,1
Key points: - Mr. Smith has advanced dementia,0,positive,0.5671617,0.1337262,0.2991121,1
"Mr Smith, a 90-year-old resident of a care home, has multiple health challenges including severe osteoporosis, COPD, and early-stage Alzheimer's disease.",2,negative,0.29906252,0.1481333,0.55280423,2
"Despite his physical and cognitive limitations, Mr. Smith remains socially active and enjoys a variety of activities at the care home.",0,positive,0.751607,0.19434085,0.054052226,2
The care team provides specialized care for his various health conditions and ensures his comfort and well-being.,0,positive,0.8732761,0.08260793,0.044115912,2
"The staff are vigilant in monitoring his condition and providing supportive care, ensuring that Mr. Smith's",0,positive,0.60467595,0.11443814,0.2808859,2
"Mr Smith, an 85-year-old resident with advanced Alzheimer's disease, receives comprehensive care at a residential care home.",0,positive,0.5937149,0.24753125,0.15875387,3
The care home provides a secure environment with specialized dementia care units and trained staff.,0,positive,0.76633453,0.1672973,0.066368185,3
"Mr Smith's medical conditions, including hypertension, diabetes, and Alzheimer's, are managed with medications and regular monitoring.",0,positive,0.51141495,0.23738328,0.25120178,3
He enjoys sensory activities and participates in tailored activities for residents with dementia.,0,positive,0.89003843,0.075556695,0.034404863,3
"The care home staff provide daily assistance with personal hygiene, dressing, and feeding, as",0,positive,0.6703841,0.21296331,0.11665259,3
"Mr Smith, an 87-year-old resident in a nursing home, has a complex medical history and requires comprehensive care.",0,positive,0.59784687,0.24532934,0.15682378,4
"His primary health challenges include rheumatoid arthritis, osteoporosis, and early-stage Alzheimer's disease.",2,negative,0.40318173,0.13702828,0.45979002,4
"The nursing staff provide daily assistance with personal hygiene, dressing, and feeding, manage his pain, and offer physical therapy sessions.",0,positive,0.63477206,0.21252151,0.15270644,4
The physical therapy focuses on maintaining joint flexibility and improving circulation.,0,positive,0.7335254,0.16562718,0.10084745,4
"Mr. Smith also has mild cognitive impairment due to Alzheimer's disease, but he",2,negative,0.17923881,0.18684132,0.6339199,4
"Mr Smith, an 82-year-old resident at a long-term care facility, has a complex medical history with various health challenges.",0,positive,0.5220919,0.19110347,0.2868046,5
"He has COPD, osteoporosis, and early-stage Alzheimer's disease.",2,negative,0.34273285,0.1596306,0.49763656,5
"His COPD requires supplemental oxygen, bronchodilators, and corticosteroids.",0,positive,0.62686926,0.18673554,0.1863952,5
The nursing staff manage his respiratory status and provide education on breathing exercises and energy conservation techniques.,0,positive,0.6030225,0.20063995,0.19633754,5
"For his osteoporosis, he uses a walker and requires assistance with transfers and daily activities.",0,positive,0.73229134,0.14151521,0.1261934,5
The care home staff manage his,0,positive,0.5846562,0.2427151,0.17262872,5
"Mr. Smith, an 89-year-old resident at a nursing home, has a complex medical history and requires comprehensive care.",0,positive,0.62205493,0.23121338,0.14673172,6
"His primary health challenges include severe rheumatoid arthritis, osteoporosis, and early-stage Alzheimer's disease.",2,negative,0.33023334,0.12585746,0.5439092,6
"The care team manages his physical and cognitive impairments, ensuring his comfort, safety, and well-being.",0,positive,0.75405204,0.10050246,0.14544556,6
"Despite his challenges, Mr. Smith enjoys a variety of activities, including gardening, music therapy, and spending time in the beautiful garden of the facility.",0,positive,0.8667923,0.101276964,0.03193071,6
His,0,positive,0.51958895,0.20644395,0.27396703,6
"Mr Smith, a 91-year-old resident of a long-term care facility, has several health challenges including COPD, osteoporosis, and Alzheimer's disease.",2,negative,0.3322026,0.15528914,0.5125082,7
"His COPD requires supplemental oxygen, bronchodilators, and corticosteroids.",0,positive,0.6268694,0.18673551,0.18639514,7
He has osteoporosis and uses a walker for mobility and requires assistance with transfers and daily activities.,0,positive,0.41525978,0.19468513,0.39005506,7
His early-stage Alzheimer's disease primarily affects his short-term memory.,2,negative,0.28464162,0.17512622,0.5402322,7
"The care team provides comprehensive care for Mr. Smith, including personal hygiene, dressing,",0,positive,0.7228686,0.17373137,0.103400014,7
"The text describes Mr. Smith's, an 84-year-old resident of a care home, daily life and management of his advanced dementia and chronic heart failure.",2,negative,0.38010848,0.19769104,0.42220047,8
"Despite his cognitive decline, Mr. Smith enjoys sensory activities and participates in the care home's tailored activities for residents with dementia.",0,positive,0.72562355,0.172426,0.10195049,8
The care home provides a secure environment with specialized dementia care units and staff trained in dementia care techniques.,0,positive,0.7579777,0.17166574,0.07035657,8
Mr. Smith's heart failure is managed with medications and a low-sodium diet.,2,negative,0.1827275,0.19992778,0.61734474,8
"Mr Smith, a 79-year-old resident with advanced dementia and chronic heart failure, resides in a nursing home where he receives specialized care.",0,positive,0.3805228,0.2777373,0.34173995,9
His dementia has progressed to the point where he requires assistance with all activities of daily living and is unable to recognize family members.,2,negative,0.14301346,0.17651905,0.6804675,9
The nursing home provides a secure environment with specialized dementia care units and trained staff in dementia care techniques.,0,positive,0.7175167,0.18595614,0.09652716,9
His heart failure is managed with medications and a low-sodium diet.,2,negative,0.17526314,0.18629138,0.6384455,9
"Despite his cognitive decline, Mr Smith enjoys sensory activities",0,positive,0.63726026,0.22463591,0.1381038,9
